# SAXS profile: number of points = 802, q_min = 0, q_max = 0.9, delta_q = 0.001125
#    q    intensity    error
0.45112    25593.73632812  1909.30859375
0.45225    25440.16992188  2594.42016602
0.45337    25289.35156250  2930.16650391
0.45450    25141.48437500  2576.68774414
0.45562    24997.47070312  2225.82153320
0.45675    24857.37695312  2389.47729492
0.45787    24720.64648438  2212.01879883
0.45900    24586.57421875  1866.12097168
0.46012    24457.04101562  2199.16162109
0.46125    24330.22460938  1686.99682617
0.46237    24207.53710938  2019.09008789
0.46350    24087.85351562  1846.15332031
0.46462    23971.78710938  2343.99121094
0.46575    23859.10156250  2004.52233887
0.46687    23749.59179688  2000.13122559
0.46800    23644.54296875  1663.39355469
0.46912    23541.20507812  2158.12524414
0.47025    23442.16015625  2154.18798828
0.47137    23346.47070312  1819.66760254
0.47250    23253.87304688  1816.76684570
0.47362    23163.98828125  2308.78344727
0.47475    23077.30078125  1976.22460938
0.47587    22994.56250000  1809.31274414
0.47700    22913.89257812  1642.92602539
0.47812    22836.82617188  1969.50488281
0.47925    22762.56835938  1803.73425293
0.48037    22691.36523438  2785.37915039
0.48150    22622.81835938  1801.05895996
0.48262    22557.28320312  1800.02880859
0.48375    22494.46679688  1962.75463867
0.48487    22435.02148438  1635.09240723
0.48600    22378.03906250  2125.13037109
0.48712    22323.57226562  2124.85522461
0.48825    22270.88867188  2124.72631836
0.48937    22221.34375000  2124.87426758
0.49050    22174.50390625  2288.74121094
0.49162    22129.30859375  1798.73925781
0.49275    22086.98828125  1962.98107910
0.49387    22046.95507812  2127.54492188
0.49500    22009.11328125  2128.72143555
0.49612    21973.75781250  1966.26672363
0.49725    21939.57617188  1639.70898438
0.49837    21908.96484375  2297.56567383
0.49950    21879.19140625  1806.83825684
0.50062    21851.50585938  1808.60803223
0.50175    21825.99804688  1810.54833984
0.50287    21801.85351562  2306.93579102
0.50400    21779.58984375  1814.78417969
0.50512    21759.39453125  2147.52978516
0.50625    21741.18359375  1654.23217773
0.50738    21723.90820312  3147.50927734
0.50850    21708.44335938  1990.88122559
0.50962    21693.60156250  2492.39135742
0.51075    21681.46093750  1664.32312012
0.51187    21669.66796875  1833.78198242
0.51300    21659.80468750  2170.96191406
0.51412    21650.98828125  2174.82812500
0.51525    21643.59765625  1843.62854004
0.51638    21637.26367188  2350.86157227
0.51750    21632.11523438  2187.16894531
0.51862    21627.64843750  1854.31384277
0.51975    21624.25976562  1858.03747559
0.52087    21623.00390625  2369.74609375
0.52200    21620.37500000  2713.78930664
0.52312    21620.61132812  1699.78540039
0.52425    21621.11914062  2214.51586914
0.52537    21621.64257812  2219.31274414
0.52650    21623.91406250  2224.28979492
0.52762    21626.14453125  1886.29980469
0.52875    21629.69140625  2234.37426758
0.52987    21632.94335938  1894.92407227
0.53100    21637.41796875  2935.33178711
0.53212    21642.18750000  1903.76855469
0.53325    21646.99218750  2255.15649414
0.53437    21652.97460938  2434.41674805
0.53550    21659.18945312  1917.32556152
0.53662    21665.51171875  1921.90686035
0.53775    21672.56445312  1751.41418457
0.53887    21679.09179688  1755.59985352
0.54000    21686.21093750  3343.68823242
0.54112    21693.72070312  1940.51684570
0.54225    21701.74609375  2475.78930664
0.54337    21709.38867188  2127.24853516
0.54450    21717.45117188  3198.65478516
0.54562    21724.90429688  1959.43688965
0.54675    21733.20703125  1785.65441895
0.54787    21741.37695312  1968.99414062
0.54900    21749.23828125  2153.17456055
0.55013    21756.78710938  2518.04907227
0.55125    21764.42187500  1983.20129395
0.55237    21772.19921875  2168.67407227
0.55350    21779.64648438  2354.97875977
0.55462    21787.24023438  3086.91137695
0.55575    21794.27343750  2366.12231445
0.55687    21801.22656250  2371.65991211
0.55800    21807.61914062  2377.13940430
0.55912    21814.52734375  2199.39501953
0.56025    21820.52734375  2388.12036133
0.56137    21826.15039062  1841.17211914
0.56250    21831.85742188  2952.54028320
0.56362    21836.25781250  2774.09179688
0.56475    21841.74804688  2224.25415039
0.56587    21845.47656250  2414.81250000
0.56700    21849.44921875  1861.57299805
0.56812    21852.76171875  2425.20556641
0.56925    21854.99414062  1869.42150879
0.57037    21857.36914062  2060.64428711
0.57150    21859.13085938  2252.58349609
0.57262    21860.51757812  1880.96081543
0.57375    21860.26757812  2450.01660156
0.57487    21860.15039062  2265.96850586
0.57600    21859.50000000  3594.68530273
0.57712    21858.66601562  3032.88964844
0.57825    21856.18359375  2468.73779297
0.57937    21853.17187500  2282.94604492
0.58050    21849.39843750  1905.81359863
0.58162    21844.84570312  2481.83374023
0.58275    21840.04492188  3059.79003906
0.58388    21833.71093750  2107.04858398
0.58500    21827.35742188  2302.34960938
0.58612    21819.14453125  2690.21850586
0.58725    21810.93750000  3464.17675781
0.58837    21801.30859375  2120.10913086
0.58950    21790.60156250  2895.15356445
0.59062    21779.58984375  2512.64306641
0.59175    21767.62695312  2516.03833008
0.59288    21753.96289062  2713.01831055
0.59400    21739.53906250  2134.27929688
0.59512    21724.45117188  2136.83056641
0.59625    21707.82031250  1944.74938965
0.59737    21690.82617188  2141.57592773
0.59850    21672.61132812  2143.80029297
0.59962    21652.95703125  2340.95532227
0.60075    21632.68750000  2147.88232422
0.60187    21610.83398438  2540.58300781
0.60300    21587.94921875  1955.86816406
0.60412    21563.91796875  2544.52880859
0.60525    21538.39843750  2546.24243164
0.60637    21511.98828125  2351.85180664
0.60750    21484.68945312  3922.02978516
0.60862    21455.53906250  2354.36987305
0.60975    21425.15429688  2355.37426758
0.61087    21393.81054688  2552.61572266
0.61200    21361.86523438  2357.06811523
0.61312    21327.52343750  2357.59765625
0.61425    21292.78906250  2161.56396484
0.61537    21256.07421875  2161.78247070
0.61650    21218.02734375  1965.31970215
0.61762    21179.25195312  2554.89282227
0.61875    21138.51953125  2751.12524414
0.61987    21096.69140625  2554.18945312
0.62100    21053.78320312  2357.18164062
0.62212    21009.63281250  2356.49291992
0.62325    20964.03320312  2551.92529297
0.62437    20916.78710938  2354.55029297
0.62550    20868.25976562  2745.53247070
0.62663    20818.41601562  2939.88574219
0.62775    20767.30468750  2154.47802734
0.62887    20715.16015625  2544.35229492
0.63000    20661.15039062  3128.92456055
0.63112    20605.38867188  2344.53247070
0.63225    20549.30078125  2147.11914062
0.63337    20490.83789062  2924.74682617
0.63450    20431.65625000  2142.41235352
0.63562    20371.85156250  2723.53808594
0.63675    20309.31250000  2525.69140625
0.63787    20246.43164062  2522.31298828
0.63900    20182.10156250  2131.22998047
0.64012    20115.64453125  2901.74438477
0.64125    20048.87500000  3090.33349609
0.64237    19980.96679688  2892.43212891
0.64350    19910.76367188  2117.36035156
0.64462    19839.89062500  1921.36926270
0.64575    19768.09375000  1917.75219727
0.64687    19694.78710938  2488.15307617
0.64800    19620.50585938  3820.11254883
0.64912    19544.24804688  2858.89575195
0.65025    19467.96289062  2282.13183594
0.65137    19389.46093750  2656.33178711
0.65250    19311.51171875  1893.01086426
0.65362    19231.46875000  2077.25097656
0.65475    19149.66406250  2825.41308594
0.65587    19067.40429688  3005.97607422
0.65700    18984.54882812  2623.28466797
0.65812    18900.56054688  2242.40966797
0.65925    18815.55859375  1863.44580078
0.66037    18730.06054688  2415.58081055
0.66150    18642.85351562  2037.89685059
0.66262    18555.31250000  2216.47827148
0.66375    18466.79882812  2393.78173828
0.66487    18377.63867188  2936.93041992
0.66600    18288.05468750  2378.63574219
0.66712    18197.16992188  3647.39526367
0.66825    18106.05859375  1999.38403320
0.66937    18013.83789062  1992.54418945
0.67050    17921.11914062  1805.10461426
0.67162    17828.41601562  1798.77563477
0.67275    17735.09765625  2509.29467773
0.67387    17640.73632812  2142.95239258
0.67500    17546.53906250  2668.82836914
0.67612    17451.40625000  1772.51745605
0.67725    17356.24609375  2648.67138672
0.67837    17261.07421875  2110.81347656
0.67950    17164.83203125  2452.94018555
0.68062    17069.12695312  1919.73254395
0.68175    16972.92578125  1912.06372070
0.68287    16876.35742188  2943.03613281
0.68400    16780.21093750  1896.58325195
0.68512    16683.63476562  1888.76464844
0.68625    16586.89648438  1880.89172363
0.68737    16490.83398438  2043.33789062
0.68850    16394.52343750  2882.52612305
0.68962    16297.84082031  2194.86059570
0.69075    16201.84667969  1849.25842285
0.69187    16105.62890625  2510.81713867
0.69300    16009.93261719  1666.63391113
0.69412    15914.58984375  2157.21264648
0.69525    15819.61914062  1817.37756348
0.69637    15724.98437500  1973.91784668
0.69750    15629.90039062  2128.90966797
0.69862    15536.60546875  2119.61035156
0.69975    15443.03906250  2110.23315430
0.70087    15350.14257812  2424.12329102
0.70200    15257.94531250  1930.74035645
0.70312    15165.99707031  1761.99487305
0.70425    15074.64550781  1594.70898438
0.70537    14984.14550781  1587.66381836
0.70650    14894.37792969  2054.86547852
0.70762    14805.42089844  1888.46838379
0.70875    14717.41113281  1566.85229492
0.70987    14630.08105469  1560.02380371
0.71100    14543.60644531  2019.23425293
0.71212    14457.42968750  2319.73950195
0.71325    14372.52929688  2155.77148438
0.71437    14288.72851562  1533.26977539
0.71550    14205.62988281  1679.42504883
0.71662    14123.74218750  1520.33251953
0.71775    14042.89257812  2422.39892578
0.71887    13962.93164062  1809.28173828
0.72000    13884.05273438  1801.87231445
0.72112    13806.30468750  2243.22241211
0.72225    13729.86816406  2234.27856445
0.72337    13653.61132812  1631.90515137
0.72450    13579.75292969  2216.72485352
0.72562    13506.23535156  2060.93334961
0.72675    13433.91210938  1613.12731934
0.72787    13363.16210938  1461.01123047
0.72900    13293.45800781  2329.01367188
0.73012    13224.54199219  1885.41455078
0.73125    13157.42968750  1445.17919922
0.73237    13091.39648438  1584.14892578
0.73350    13026.19531250  1722.19311523
0.73462    12962.71289062  1573.38977051
0.73575    12900.62304688  1710.81604004
0.73687    12839.70117188  1563.22558594
0.73800    12779.39453125  1416.59582520
0.73912    12721.27246094  1694.75964355
0.74025    12663.53710938  1548.82971191
0.74137    12607.40429688  1544.30456543
0.74250    12552.68066406  1679.92517090
0.74362    12499.23144531  1535.69458008
0.74475    12447.07812500  1531.59729004
0.74587    12396.02050781  1805.36401367
0.74700    12346.39453125  1523.79199219
0.74812    12297.87792969  1658.27648926
0.74925    12250.62109375  1516.51965332
0.75037    12204.39453125  1650.61376953
0.75150    12159.37011719  1509.73767090
0.75262    12115.79492188  2602.26831055
0.75375    12073.29199219  1503.53222656
0.75487    12032.46875000  1909.95874023
0.75600    11991.95019531  1634.02307129
0.75712    11952.90039062  1495.19567871
0.75825    11915.56738281  2035.55114746
0.75937    11878.43750000  1761.25305176
0.76050    11842.96386719  1488.03869629
0.76162    11808.27050781  1891.10925293
0.76275    11774.78808594  1483.84399414
0.76387    11742.20800781  1481.91796875
0.76500    11710.81640625  1614.68737793
0.76612    11680.61914062  1478.48156738
0.76725    11650.69140625  1476.85607910
0.76837    11622.32031250  2011.93249512
0.76950    11594.33496094  1340.01513672
0.77062    11567.43066406  1338.85778809
0.77175    11541.83593750  1739.19592285
0.77287    11517.12109375  1737.99829102
0.77400    11492.78906250  2137.65869141
0.77512    11469.27343750  1468.76220703
0.77625    11446.65625000  2402.16650391
0.77737    11424.61328125  2000.84240723
0.77850    11403.66113281  1733.38488770
0.77962    11383.31542969  1466.20654297
0.78075    11363.51953125  1332.51464844
0.78187    11344.35253906  2264.70849609
0.78300    11326.16113281  1598.34790039
0.78412    11308.15820312  1864.44665527
0.78525    11290.53320312  1464.73486328
0.78637    11273.81738281  1331.50830078
0.78750    11257.70117188  1331.50451660
0.78862    11241.45800781  1864.07250977
0.78975    11226.47656250  2130.56054688
0.79087    11211.52343750  1598.06237793
0.79200    11196.50878906  1465.00708008
0.79312    11182.50097656  1465.25000000
0.79425    11168.97558594  1598.78295898
0.79537    11155.28027344  1732.33825684
0.79650    11142.34765625  1999.35498047
0.79762    11129.29101562  1599.86328125
0.79875    11116.65234375  1466.93957520
0.79987    11104.09277344  1467.34338379
0.80100    11092.10058594  2135.00732422
0.80212    11080.09277344  2402.64868164
0.80325    11067.81640625  1468.71301270
0.80437    11056.62109375  1602.85070801
0.80550    11044.35742188  1603.30932617
0.80662    11033.30761719  1336.61621094
0.80775    11021.69238281  1738.18969727
