#  M_Nov07_win_I_interp.dat
0.008079 0.000250 0.000000
0.008656 0.000192 0.000000
0.009233 0.000160 0.000000
0.009810 0.000143 0.000000
0.010387 0.000126 0.000000
0.010964 0.000119 0.000000
0.011541 0.000107 0.000000
0.012118 0.000093 0.000000
0.012695 0.000086 0.000000
0.013272 0.000080 0.000000
0.013849 0.000075 0.000000
0.014426 0.000071 0.000000
0.015003 0.000066 0.000000
0.015580 0.000064 0.000000
0.016157 0.000061 0.000000
0.016734 0.000058 0.000000
0.017311 0.000057 0.000000
0.017888 0.000055 0.000000
0.018465 0.000054 0.000000
0.019042 0.000052 0.000000
0.019619 0.000051 0.000000
0.020196 0.000049 0.000000
0.020773 0.000048 0.000000
0.021350 0.000047 0.000000
0.021927 0.000047 0.000000
0.022504 0.000046 0.000000
0.023081 0.000046 0.000000
0.023658 0.000045 0.000000
0.024235 0.000044 0.000000
0.024812 0.000044 0.000000
0.025389 0.000043 0.000000
0.025966 0.000042 0.000000
0.026543 0.000043 0.000000
0.027120 0.000042 0.000000
0.027697 0.000041 0.000000
0.028274 0.000040 0.000000
0.028851 0.000040 0.000000
0.029428 0.000040 0.000000
0.030005 0.000040 0.000000
0.030582 0.000040 0.000000
0.031159 0.000039 0.000000
0.031736 0.000039 0.000000
0.032313 0.000039 0.000000
0.032890 0.000039 0.000000
0.033467 0.000039 0.000000
0.034044 0.000038 0.000000
0.034621 0.000038 0.000000
0.035198 0.000038 0.000000
0.035775 0.000038 0.000000
0.036352 0.000037 0.000000
0.036929 0.000037 0.000000
0.037506 0.000038 0.000000
0.038083 0.000037 0.000000
0.038660 0.000037 0.000000
0.039237 0.000037 0.000000
0.039814 0.000037 0.000000
0.040391 0.000037 0.000000
0.040968 0.000036 0.000000
0.041545 0.000036 0.000000
0.042122 0.000036 0.000000
0.042699 0.000037 0.000000
0.043276 0.000037 0.000000
0.043853 0.000036 0.000000
0.044430 0.000036 0.000000
0.045007 0.000036 0.000000
0.045584 0.000036 0.000000
0.046161 0.000036 0.000000
0.046738 0.000036 0.000000
0.047315 0.000036 0.000000
0.047892 0.000036 0.000000
0.048469 0.000036 0.000000
0.049046 0.000036 0.000000
0.049623 0.000036 0.000000
0.050200 0.000036 0.000000
0.050777 0.000036 0.000000
0.051354 0.000035 0.000000
0.051931 0.000035 0.000000
0.052508 0.000036 0.000000
0.053085 0.000036 0.000000
0.053662 0.000035 0.000000
0.054239 0.000035 0.000000
0.054816 0.000035 0.000000
0.055393 0.000036 0.000000
0.055970 0.000036 0.000000
0.056547 0.000035 0.000000
0.057124 0.000035 0.000000
0.057701 0.000035 0.000000
0.058278 0.000035 0.000000
0.058855 0.000036 0.000000
0.059432 0.000035 0.000000
0.060009 0.000035 0.000000
0.060586 0.000035 0.000000
0.061163 0.000035 0.000000
0.061740 0.000035 0.000000
0.062317 0.000035 0.000000
0.062894 0.000035 0.000000
0.063471 0.000034 0.000000
0.064048 0.000035 0.000000
0.064625 0.000035 0.000000
0.065202 0.000035 0.000000
0.065779 0.000035 0.000000
0.066356 0.000034 0.000000
0.066933 0.000035 0.000000
0.067510 0.000035 0.000000
0.068087 0.000035 0.000000
0.068664 0.000035 0.000000
0.069241 0.000034 0.000000
0.069818 0.000035 0.000000
0.070395 0.000035 0.000000
0.070972 0.000034 0.000000
0.071549 0.000035 0.000000
0.072126 0.000035 0.000000
0.072703 0.000035 0.000000
0.073280 0.000035 0.000000
0.073857 0.000035 0.000000
0.074434 0.000034 0.000000
0.075011 0.000035 0.000000
0.075588 0.000035 0.000000
0.076165 0.000034 0.000000
0.076742 0.000034 0.000000
0.077319 0.000035 0.000000
0.077896 0.000035 0.000000
0.078473 0.000035 0.000000
0.079050 0.000035 0.000000
0.079627 0.000034 0.000000
0.080204 0.000034 0.000000
0.080781 0.000035 0.000000
0.081358 0.000034 0.000000
0.081935 0.000034 0.000000
0.082512 0.000034 0.000000
0.083089 0.000034 0.000000
0.083666 0.000034 0.000000
0.084243 0.000034 0.000000
0.084820 0.000035 0.000000
0.085397 0.000035 0.000000
0.085974 0.000035 0.000000
0.086551 0.000034 0.000000
0.087128 0.000034 0.000000
0.087705 0.000034 0.000000
0.088282 0.000034 0.000000
0.088859 0.000034 0.000000
0.089436 0.000034 0.000000
0.090013 0.000034 0.000000
0.090590 0.000034 0.000000
0.091167 0.000034 0.000000
0.091744 0.000034 0.000000
0.092321 0.000034 0.000000
0.092898 0.000035 0.000000
0.093475 0.000034 0.000000
0.094052 0.000034 0.000000
0.094629 0.000034 0.000000
0.095206 0.000034 0.000000
0.095783 0.000034 0.000000
0.096360 0.000034 0.000000
0.096937 0.000035 0.000000
0.097514 0.000034 0.000000
0.098091 0.000034 0.000000
0.098668 0.000034 0.000000
0.099245 0.000034 0.000000
0.099822 0.000034 0.000000
0.100399 0.000034 0.000000
0.100976 0.000034 0.000000
0.101553 0.000034 0.000000
0.102130 0.000034 0.000000
0.102707 0.000034 0.000000
0.103284 0.000034 0.000000
0.103861 0.000034 0.000000
0.104438 0.000034 0.000000
0.105015 0.000034 0.000000
0.105592 0.000034 0.000000
0.106169 0.000034 0.000000
0.106746 0.000034 0.000000
0.107323 0.000034 0.000000
0.107900 0.000034 0.000000
